39602,457,459,455.3,457.9,41
39603,456.1,456.9,451.4,451.9,74
39604,449.8,455.8,449.8,454.7,96
39605,454.6,459.8,454.4,459.1,101
39606,460.3,469,460.3,465.5,125
39608,465,478.5,465,472.5,193
39609,472,472,463.1,464.5,88
39610,468,472,464.5,470.7,66
39611,470.9,474,468.8,469.4,141
39612,469.8,477,469.8,473.2,244
39613,472.1,474.8,469.2,472.4,64
39615,475.5,491.3,475.5,490.9,571
39616,500.1,510.5,500.1,510.5,345
39617,525.8,530.9,509,518.1,732
39618,522,537.2,519.5,526.6,743
39619,521.5,522,512.1,514.7,357
39620,518,527.2,518,525.7,206
39622,521.7,525,513.6,515.3,160
39623,517,523,507.2,509.7,195
39624,506,512.9,499.3,502.2,146
39625,500,500,493.1,494.5,79
39626,492,514.3,492,513.8,56
39627,515,515.2,500,504.2,18
39629,519.3,524.4,516,524,59
39630,532,553.5,528.5,540.5,1284
39631,544,554,535,536.5,837
39632,545.6,548,538.5,546.1,657
39633,551.5,567.9,549,567.9,1258
39634,584.8,590.6,584.8,590.6,145
39636,608.3,614.2,608,613.9,728
39637,609.7,638.4,603,615.4,2892
39638,621,640,612,639.2,2298
39639,643,664.8,638.5,664.8,2203
39640,684.7,691.4,684.7,691.4,255
39641,712.1,719.1,712.1,719.1,61
39643,740.7,747.9,729,740.1,1164
39644,747.4,769,712,753.3,2905
39645,745,754,723.2,726.5,1231
39646,734,748,731,734.8,902
39647,740.1,745.8,705.4,705.4,865
39648,693,733.6,677.2,726.3,1298
39650,737,745.3,711.1,728.7,1227
39651,731,736.4,722,729.4,484
39652,734,757.6,729,738,982
39653,750.2,767.5,740.2,762.9,521
39654,774.8,775.9,755,758.2,518
39655,752,752.3,735.5,737.4,235
39657,730,730,707.9,707.9,255
39658,704,708.6,679.6,679.7,87
39659,698.8,698.8,665,686.5,102
39660,686.1,700,682,689.1,44
39661,700,700,676.4,676.4,1372
39662,677.4,690,657,664.7,1673
39664,658,670,652.6,660.9,1658
39665,660,664,645,656.8,1527
39666,652.9,652.9,642.2,645.8,1159
39667,643.9,660.9,642.2,653.7,996
39668,660,676.9,660,674.1,1303
39669,679,690,655.5,659.6,1172
39671,660,661,642.6,646.6,1146
39672,642.6,642.6,634.2,637,788
39673,634.8,645.6,612.2,614.2,1131
39674,619,632.6,617.6,630.2,935
39676,632.6,632.6,616,620.9,466
39678,616,629.5,616,624.7,564
39679,619.7,622.9,608,610.3,725
39680,614.4,623.8,613,620.2,744
39681,623,625.5,619.1,624.1,655
39682,627.5,649.1,625.1,647.6,1232
39683,642,643,632.5,636.1,485
39685,635,635,627,628.6,386
39686,627,629,612.9,625,451
39687,628,628.4,620.2,622,268
39688,620.2,625,615.1,618.3,285
39689,620,625,615.5,621.4,387
39692,627.5,627.6,615.5,617.9,867
39693,614.8,614.8,601.9,609.7,982
39694,609.7,609.7,609.7,609.7,NaN
39695,603.3,621.9,603.3,619.2,938
39696,617,618.5,606.3,609.9,754
39697,605,611,604,606.3,627
39699,610,615.9,609.1,611.5,595
39700,612.1,618.9,610.1,617.5,828
39701,619.9,634.4,617.1,631.6,1324
39702,630.5,633.5,625,627.4,960
39703,624.2,627.9,620.1,621.9,671
39704,618,622.7,615.8,617.7,486
39706,617.9,618,607.8,609.1,604
39707,606,620.8,605.6,618.3,792
39708,621.3,625.4,614,616.2,847
39709,616,620.1,607.5,617.3,501
39710,621,624,615.3,622.3,577
39711,621,627,620.3,624.3,574
39713,627.2,632,623.2,625.7,709
39714,625.9,625.9,619.4,620.6,437
39715,618,620,613,613.7,428
39716,613.1,615.1,609,612.2,602
39717,611,613.4,607.7,610.9,673
